phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
2,essay_298332cd1019af59,C1,224,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T20:59:11.007830
2,essay_298332cd1019af59,C1,224,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T20:59:27.463639
2,essay_298332cd1019af59,C1,224,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T20:59:28.151262
2,essay_298332cd1019af59,C1,224,long,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T20:59:30.568651
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:59:31.006475
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T20:59:33.499205
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T20:59:34.047485
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T20:59:36.462559
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T20:59:36.969652
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,minimal_v6,minimal,v6,".

Essay:
",2026-01-14T20:59:39.568422
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T20:59:40.090613
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T20:59:47.803294
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T20:59:48.614806
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,rubric_v5,rubric,v5,Essay CEFR,2026-01-14T21:00:10.649557
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T21:00:11.399778
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,rubric_v6,rubric,v6,C2,2026-01-14T21:00:14.165921
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T21:00:14.680254
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T21:00:54.955184
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T21:00:55.659468
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:01:30.462306
2,essay_1419aff46474efc8,C1,331,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:01:31.308074
2,essay_1419aff46474efc8,C1,331,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:02:48.882899
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:02:49.850486
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:03:01.340274
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:03:02.035290
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:03:03.941259
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:03:04.395591
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:03:22.149825
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T21:03:22.929558
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,rubric_v4,rubric,v4,B2,2026-01-14T21:03:40.646823
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:03:41.460338
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:03:56.187690
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T21:03:57.054229
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T21:04:13.190159
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T21:04:13.913256
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T21:04:34.181056
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T21:04:34.920785
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:04:37.658735
2,essay_49b36603ad86adc7,C1,253,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T21:04:38.224433
2,essay_49b36603ad86adc7,C1,253,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:04:58.437501
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:04:59.181868
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:05:14.880213
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:05:15.767661
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T21:05:24.329859
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:05:25.182578
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:05:26.997995
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T21:05:27.534184
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T21:05:35.946546
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:05:36.763362
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:06:03.382648
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T21:06:04.624060
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,rubric_v6,rubric,v6,".

Essay E",2026-01-14T21:06:25.793082
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T21:06:26.571791
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T21:06:48.498847
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:06:49.363094
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:06:52.647623
2,essay_aa77f00dc1561e31,C1,185,medium,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:06:53.223387
2,essay_aa77f00dc1561e31,C1,185,medium,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T21:06:55.591639
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:06:56.175008
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,minimal_v4,minimal,v4,".

Essay:
",2026-01-14T21:06:58.451497
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:06:59.173341
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T21:07:01.434893
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:07:02.500546
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:07:04.854309
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T21:07:05.337432
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,rubric_v4,rubric,v4,".

Essay:
",2026-01-14T21:07:27.458717
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:07:28.238750
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:07:46.703412
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T21:07:47.476084
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T21:08:05.559927
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:08:06.370822
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,cot_v4,cot,v4,".

Essay:
",2026-01-14T21:08:28.414145
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:08:30.115355
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:09:08.885621
2,essay_fbd90fcc45375f1c,C1,308,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:09:10.673476
2,essay_fbd90fcc45375f1c,C1,308,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:09:35.365545
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:09:36.274815
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:09:38.472470
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:09:38.953655
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T21:09:41.136932
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:09:41.906122
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,minimal_v6,minimal,v6,".

Essay:
",2026-01-14T21:09:44.212769
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T21:09:44.768757
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,rubric_v4,rubric,v4,".

## Your",2026-01-14T21:10:10.050676
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:10:10.992768
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,rubric_v5,rubric,v5,Essay CEFR,2026-01-14T21:10:30.319181
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T21:10:31.061065
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,rubric_v6,rubric,v6,C2,2026-01-14T21:10:33.616317
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T21:10:34.198286
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,cot_v4,cot,v4,".

Essay C",2026-01-14T21:10:58.342593
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T21:10:59.338452
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:11:32.994901
2,essay_53c49469aa8fa82f,C1,302,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:11:33.735164
2,essay_53c49469aa8fa82f,C1,302,long,phi-3-mini,cot_v6,cot,v6,## Your ta,2026-01-14T21:12:00.560615
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:12:01.298149
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:12:03.542801
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:12:04.072478
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,minimal_v5,minimal,v5,C1,2026-01-14T21:12:06.192598
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:12:06.792280
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,minimal_v6,minimal,v6,".

Essay:
",2026-01-14T21:12:08.915940
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T21:12:09.425083
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,rubric_v4,rubric,v4,".

Essay:
",2026-01-14T21:12:40.111540
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:12:41.021478
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:13:00.902094
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,rubric_v6,rubric,v6,B2,2026-01-14T21:13:01.799237
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,rubric_v6,rubric,v6,C1,2026-01-14T21:13:04.480152
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:13:05.176216
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,cot_v4,cot,v4,".

Essay C",2026-01-14T21:13:29.121249
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:13:30.057180
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,cot_v5,cot,v5,B2,2026-01-14T21:13:53.573932
2,essay_0c6bcf1760d3ad1d,C2,288,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:13:55.762412
2,essay_0c6bcf1760d3ad1d,C2,288,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:13:58.734080
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:13:59.274347
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:14:01.038361
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:14:01.637035
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,minimal_v5,minimal,v5,".

**Solut",2026-01-14T21:14:03.378857
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:14:04.252693
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:14:06.100843
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,rubric_v4,rubric,v4,B1,2026-01-14T21:14:06.657872
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,rubric_v4,rubric,v4,".

Solutio",2026-01-14T21:14:09.702819
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:14:10.399525
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay e",2026-01-14T21:14:12.848593
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,rubric_v6,rubric,v6,B1,2026-01-14T21:14:13.537431
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T21:14:16.267102
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,cot_v4,cot,v4,B1,2026-01-14T21:14:16.952661
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,cot_v4,cot,v4,B1,2026-01-14T21:14:19.499461
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,cot_v5,cot,v5,B1,2026-01-14T21:14:20.129808
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:14:22.567349
2,essay_1cd7b5e5ac737223,C2,211,long,gpt-4o-mini,cot_v6,cot,v6,B1,2026-01-14T21:14:23.221773
2,essay_1cd7b5e5ac737223,C2,211,long,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T21:14:25.594404
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:14:26.170326
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:14:48.344756
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,minimal_v5,minimal,v5,C1,2026-01-14T21:14:49.119249
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,minimal_v5,minimal,v5,C1,2026-01-14T21:14:51.435785
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:14:51.994195
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:14:54.498936
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,rubric_v4,rubric,v4,C1,2026-01-14T21:14:54.941243
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,rubric_v4,rubric,v4,".

## Your",2026-01-14T21:15:24.934517
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:15:25.753436
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:15:46.953413
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T21:15:47.792880
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,rubric_v6,rubric,v6,".

**Solut",2026-01-14T21:16:10.097298
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:16:11.037855
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,cot_v4,cot,v4,".

Essay C",2026-01-14T21:16:48.247174
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,cot_v5,cot,v5,C1,2026-01-14T21:16:49.065458
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:17:24.786847
2,essay_7ba90c85c65076ee,C2,300,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:17:25.488353
2,essay_7ba90c85c65076ee,C2,300,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:18:10.074899
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:18:10.840523
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:18:13.729404
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:18:14.318754
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,minimal_v5,minimal,v5,C1,2026-01-14T21:18:16.559015
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:18:17.085505
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,minimal_v6,minimal,v6,".

Essay:
",2026-01-14T21:18:19.455842
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,rubric_v4,rubric,v4,C1,2026-01-14T21:18:19.963898
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,rubric_v4,rubric,v4,".

## Your",2026-01-14T21:18:43.258878
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:18:44.028237
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:19:01.713555
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T21:19:02.762168
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,rubric_v6,rubric,v6,".

Solutio",2026-01-14T21:19:22.205847
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:19:23.214580
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,cot_v4,cot,v4,".

Essay A",2026-01-14T21:19:33.619101
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:19:34.205754
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,cot_v5,cot,v5,".

Profici",2026-01-14T21:20:11.860044
2,essay_136b4178d0d01d6d,C2,308,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:20:12.567684
2,essay_136b4178d0d01d6d,C2,308,long,phi-3-mini,cot_v6,cot,v6,".

### Sol",2026-01-14T21:20:15.684259
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:20:16.185636
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:20:18.386781
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:20:18.884462
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,minimal_v5,minimal,v5,".


### So",2026-01-14T21:20:20.982050
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:20:21.540552
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:20:23.976681
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T21:20:24.411467
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,rubric_v4,rubric,v4,".

## Your",2026-01-14T21:20:27.063840
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,rubric_v5,rubric,v5,Based on t,2026-01-14T21:20:27.849151
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,rubric_v5,rubric,v5,Essay CEFR,2026-01-14T21:20:52.655759
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,rubric_v6,rubric,v6,Based on t,2026-01-14T21:20:53.862448
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,rubric_v6,rubric,v6,".

**Solut",2026-01-14T21:20:56.568334
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:20:57.138714
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,cot_v4,cot,v4,".

Essay C",2026-01-14T21:21:20.581687
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:21:21.267231
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,cot_v5,cot,v5,B1,2026-01-14T21:21:24.068003
2,essay_e40b84e2a7511b25,C2,321,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:21:28.467508
2,essay_e40b84e2a7511b25,C2,321,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:21:58.169542
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:21:58.959735
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:22:01.392142
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:22:02.005590
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,minimal_v5,minimal,v5,C1,2026-01-14T21:22:04.122508
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:22:04.691538
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,minimal_v6,minimal,v6,".

**Solut",2026-01-14T21:22:06.897106
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,rubric_v4,rubric,v4,C1,2026-01-14T21:22:07.561602
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,rubric_v4,rubric,v4,".

Essay:
",2026-01-14T21:22:29.964783
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,rubric_v5,rubric,v5,C1,2026-01-14T21:22:30.943058
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,rubric_v5,rubric,v5,".

Essay C",2026-01-14T21:22:51.697763
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,rubric_v6,rubric,v6,B2,2026-01-14T21:22:52.499587
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,rubric_v6,rubric,v6,C1,2026-01-14T21:22:55.266966
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,cot_v4,cot,v4,B2,2026-01-14T21:22:56.131746
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,cot_v4,cot,v4,".

Essay C",2026-01-14T21:23:20.508799
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,cot_v5,cot,v5,B2,2026-01-14T21:23:21.422586
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,cot_v5,cot,v5,B2,2026-01-14T21:23:24.319235
2,essay_094e880b9cd848d3,C2,256,long,gpt-4o-mini,cot_v6,cot,v6,B2,2026-01-14T21:23:24.799382
2,essay_094e880b9cd848d3,C2,256,long,phi-3-mini,cot_v6,cot,v6,".

## Your",2026-01-14T21:23:47.889050
2,essay_745f4470a99eba48,C2,262,long,gpt-4o-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:23:48.766516
2,essay_745f4470a99eba48,C2,262,long,phi-3-mini,minimal_v4,minimal,v4,B2,2026-01-14T21:24:07.275510
2,essay_745f4470a99eba48,C2,262,long,gpt-4o-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:24:07.921267
2,essay_745f4470a99eba48,C2,262,long,phi-3-mini,minimal_v5,minimal,v5,B2,2026-01-14T21:24:09.829401
2,essay_745f4470a99eba48,C2,262,long,gpt-4o-mini,minimal_v6,minimal,v6,B2,2026-01-14T21:24:10.470238
2,essay_745f4470a99eba48,C2,262,long,phi-3-mini,minimal_v6,minimal,v6,C1,2026-01-14T21:24:16.656565
2,essay_745f4470a99eba48,C2,262,long,gpt-4o-mini,rubric_v4,rubric,v4,B2,2026-01-14T21:24:17.201342
