phase,essay_id,true_label,word_count,length_category,model,prompt_name,strategy,variant,prediction,timestamp
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:34:30.984260
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:34:39.700646
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:34:40.595921
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:34:52.003253
1,essay_5d44f22502f5c977,B1,104,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:34:52.690883
1,essay_5d44f22502f5c977,B1,104,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:34:53.995503
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:34:54.537144
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:35:06.596347
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:35:07.300887
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:35:17.673674
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:35:18.317670
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:35:25.135183
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:35:25.869216
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:35:30.904705
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:35:31.708088
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:35:36.617857
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:35:37.339513
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:35:45.464747
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:35:46.246087
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:35:54.889928
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:35:55.419215
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:36:05.570030
1,essay_d22e8fffec4b904a,B1,111,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:36:06.228676
1,essay_d22e8fffec4b904a,B1,111,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:36:15.166263
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:36:15.705717
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:36:21.576151
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:36:22.086646
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:36:23.263843
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:36:24.767976
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:36:30.141550
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:36:30.690232
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:36:32.314697
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:36:33.040657
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:36:37.855386
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:36:38.675944
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:36:44.020981
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:36:45.742216
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:36:50.074728
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:36:50.963559
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:36:55.196186
1,essay_b4fd6f0cf95147d3,B1,141,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:36:56.286180
1,essay_b4fd6f0cf95147d3,B1,141,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:37:01.240170
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:37:01.817082
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:37:03.418719
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:37:03.866437
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:37:09.590734
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:37:10.117982
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:37:14.274164
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:37:15.031302
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:37:25.779619
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:37:26.404831
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:37:34.911134
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:37:35.716022
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:37:47.197213
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:37:47.983764
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:37:53.795467
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:37:54.453433
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:37:59.849180
1,essay_c8a88e67a121a327,B1,225,long,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:38:00.700369
1,essay_c8a88e67a121a327,B1,225,long,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:38:05.959174
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:38:06.641027
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:38:08.061820
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:38:08.585218
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:38:09.779097
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:38:10.323322
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:38:11.472498
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:38:12.170124
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:38:13.931012
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:38:14.523323
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:38:16.121154
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,rubric_v3,rubric,v3,A2,2026-01-14T12:38:16.775944
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:38:18.406941
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,cot_v1,cot,v1,A2,2026-01-14T12:38:19.029476
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:38:20.239060
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:38:20.871042
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,cot_v2,cot,v2,A2,2026-01-14T12:38:22.196083
1,essay_7301d0454b51b7b9,B1,161,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:38:22.817978
1,essay_7301d0454b51b7b9,B1,161,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:38:23.989951
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:38:24.659501
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:38:26.177042
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:38:26.913398
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:38:33.941085
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:38:34.599894
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:38:41.122863
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:38:41.762705
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:38:49.930263
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:38:50.574290
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:38:54.352073
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:38:54.970942
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:39:05.297624
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:39:06.139561
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:39:07.542761
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:39:08.182434
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:39:09.608423
1,essay_10999cd87300974d,B2,193,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:39:10.331661
1,essay_10999cd87300974d,B2,193,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:39:11.601786
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:39:12.134175
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:39:19.273210
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:39:19.963636
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:39:21.261968
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:39:22.005550
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:39:26.453431
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:39:26.930997
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:39:28.650894
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:39:29.190568
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:39:35.269526
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:39:36.034050
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:39:41.656873
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:39:42.490544
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:39:43.793434
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:39:47.198586
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:39:49.477857
1,essay_aaa9e90b48f4fdd9,B2,183,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:39:50.063912
1,essay_aaa9e90b48f4fdd9,B2,183,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:39:51.326934
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:39:51.805352
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:39:53.103393
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:39:53.752106
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:39:54.968063
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:39:55.597861
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:39:56.755928
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:39:57.334711
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:40:02.610149
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:40:03.280641
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:40:08.257374
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:40:09.115872
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:40:14.095581
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:40:14.851156
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:40:16.177906
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,cot_v2,cot,v2,B2,2026-01-14T12:40:16.790793
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:40:21.250123
1,essay_294dedfa5f9db2aa,B2,149,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:40:22.068191
1,essay_294dedfa5f9db2aa,B2,149,medium,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:40:23.249196
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:40:23.859244
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:40:31.230683
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:40:31.850074
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:40:33.071571
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:40:33.996824
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:40:35.171298
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:40:35.734813
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:40:37.391852
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:40:37.990004
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:40:44.024745
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:40:44.753247
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:40:51.365432
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:40:52.054013
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,cot_v1,cot,v1,A2,2026-01-14T12:40:56.555440
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:40:57.546514
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:40:58.808412
1,essay_595c68f02914be6c,B2,142,medium,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:40:59.338519
1,essay_595c68f02914be6c,B2,142,medium,phi-3-mini,cot_v3,cot,v3,Word choic,2026-01-14T12:41:04.259504
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:41:05.026944
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:41:10.092374
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:41:10.759005
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:41:16.580586
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:41:17.722677
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:41:22.742789
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:41:23.356944
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:41:45.852241
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:41:46.614742
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,rubric_v2,rubric,v2,B2,2026-01-14T12:41:54.580430
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:41:55.310476
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:42:20.183354
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:42:20.944984
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:42:22.849666
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:42:23.468084
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:42:25.189915
1,essay_d04ed51bb61b7d17,B2,289,long,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:42:28.176251
1,essay_d04ed51bb61b7d17,B2,289,long,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:42:34.720304
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:42:35.211287
1,essay_60b23724db699684,B2,430,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:43:06.872896
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:43:07.612542
1,essay_60b23724db699684,B2,430,long,phi-3-mini,minimal_v2,minimal,v2,B2,2026-01-14T12:43:14.614203
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:43:15.182406
1,essay_60b23724db699684,B2,430,long,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:43:20.843492
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:43:21.329846
1,essay_60b23724db699684,B2,430,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:43:38.472880
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:43:39.147670
1,essay_60b23724db699684,B2,430,long,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:43:54.625521
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:43:55.433859
1,essay_60b23724db699684,B2,430,long,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:44:19.215193
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:44:20.007507
1,essay_60b23724db699684,B2,430,long,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:44:26.714459
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:44:27.480930
1,essay_60b23724db699684,B2,430,long,phi-3-mini,cot_v2,cot,v2,C1,2026-01-14T12:44:39.917542
1,essay_60b23724db699684,B2,430,long,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:44:40.802583
1,essay_60b23724db699684,B2,430,long,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:44:48.175779
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:44:49.085438
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:44:56.590561
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:44:57.384936
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:45:03.283674
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:45:03.935086
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:45:05.338958
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:45:05.774135
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:45:34.752720
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:45:35.421479
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,rubric_v2,rubric,v2,B1,2026-01-14T12:45:41.927178
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:45:42.747513
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,rubric_v3,rubric,v3,B1,2026-01-14T12:45:51.805442
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,cot_v1,cot,v1,B1,2026-01-14T12:45:52.476054
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,cot_v1,cot,v1,B1,2026-01-14T12:45:54.235601
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,cot_v2,cot,v2,B1,2026-01-14T12:45:55.028356
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,cot_v2,cot,v2,B1,2026-01-14T12:45:57.933020
1,essay_0234f913dc6e5c20,B2,222,long,gpt-4o-mini,cot_v3,cot,v3,B1,2026-01-14T12:45:58.616778
1,essay_0234f913dc6e5c20,B2,222,long,phi-3-mini,cot_v3,cot,v3,A2,2026-01-14T12:46:21.804366
1,essay_3ff4aff01af96ca1,B2,310,long,gpt-4o-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:46:22.476308
1,essay_3ff4aff01af96ca1,B2,310,long,phi-3-mini,minimal_v1,minimal,v1,B1,2026-01-14T12:46:24.540198
1,essay_3ff4aff01af96ca1,B2,310,long,gpt-4o-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:46:24.934047
1,essay_3ff4aff01af96ca1,B2,310,long,phi-3-mini,minimal_v2,minimal,v2,B1,2026-01-14T12:46:26.616064
1,essay_3ff4aff01af96ca1,B2,310,long,gpt-4o-mini,minimal_v3,minimal,v3,B1,2026-01-14T12:46:27.287521
1,essay_3ff4aff01af96ca1,B2,310,long,phi-3-mini,minimal_v3,minimal,v3,B2,2026-01-14T12:46:28.829315
1,essay_3ff4aff01af96ca1,B2,310,long,gpt-4o-mini,rubric_v1,rubric,v1,B1,2026-01-14T12:46:29.542269
1,essay_3ff4aff01af96ca1,B2,310,long,phi-3-mini,rubric_v1,rubric,v1,B2,2026-01-14T12:46:39.951638
